台灣,#genre#
RHK31,http://61.163.58.154:1321/ms/IPTV.php?id=149
RHK32,http://61.163.58.154:1321/ms/IPTV.php?id=150
新时代1,http://61.163.58.154:1321/ms/IPTV.php?id=151
新时代2,http://61.163.58.154:1321/ms/IPTV.php?id=152
城市电视,http://61.163.58.154:1321/ms/IPTV.php?id=153
中旺电视,http://61.163.58.154:1321/ms/IPTV.php?id=154
FASHION,http://61.163.58.154:1321/ms/IPTV.php?id=155
TVN,http://61.163.58.154:1321/ms/IPTV.php?id=156
KIX,http://61.163.58.154:1321/ms/IPTV.php?id=157
ROCKACTION,http://61.163.58.154:1321/ms/IPTV.php?id=158
ROCK,http://61.163.58.154:1321/ms/IPTV.php?id=159
88,http://61.163.58.154:1321/ms/IPTV.php?id=160
中国电影,http://61.163.58.154:1321/ms/IPTV.php?id=200
龙祥时代,http://61.163.58.154:1321/ms/IPTV.php?id=201
美亚电影,http://61.163.58.154:1321/ms/IPTV.php?id=202
美亚电影,http://61.163.58.154:1321/ms/IPTV.php?id=203
TVB功夫,http://61.163.58.154:1321/ms/IPTV.php?id=204
TVB功夫,http://61.163.58.154:1321/ms/IPTV.php?id=205
天映经典,http://61.163.58.154:1321/ms/IPTV.php?id=206
天映,http://61.163.58.154:1321/ms/IPTV.php?id=207
天映电影,http://61.163.58.154:1321/ms/IPTV.php?id=208
千禧经典,http://61.163.58.154:1321/ms/IPTV.php?id=209
HUB都会,http://61.163.58.154:1321/ms/IPTV.php?id=210
HUB娱家,http://61.163.58.154:1321/ms/IPTV.php?id=211
ASTRO欢喜,http://61.163.58.154:1321/ms/IPTV.php?id=212
ASTROAOD,http://61.163.58.154:1321/ms/IPTV.php?id=213
ASTRO全佳,http://61.163.58.154:1321/ms/IPTV.php?id=214
AASTROEC,http://61.163.58.154:1321/ms/IPTV.php?id=215
HUB都会,http://61.163.58.154:1321/ms/IPTV.php?id=216
星空卫视,http://61.163.58.154:1321/ms/IPTV.php?id=217
星空卫视,http://61.163.58.154:1321/ms/IPTV.php?id=218
翡翠,http://61.163.58.154:1321/ms/IPTV.php?id=219
翡翠,http://61.163.58.154:1321/ms/IPTV.php?id=220
翡翠,http://61.163.58.154:1321/ms/IPTV.php?id=221
翡翠,http://61.163.58.154:1321/ms/IPTV.php?id=222
TVBPLUS,http://61.163.58.154:1321/ms/IPTV.php?id=223
无线新闻,http://61.163.58.154:1321/ms/IPTV.php?id=224
明珠,http://61.163.58.154:1321/ms/IPTV.php?id=225
TVB生活,http://61.163.58.154:1321/ms/IPTV.php?id=226
TVB星河,http://61.163.58.154:1321/ms/IPTV.php?id=227
TVB星河,http://61.163.58.154:1321/ms/IPTV.php?id=228
TVB星河,http://61.163.58.154:1321/ms/IPTV.php?id=229
TVBJ1,http://61.163.58.154:1321/ms/IPTV.php?id=230
TVB剧集,http://61.163.58.154:1321/ms/IPTV.php?id=231
TVB星河,http://61.163.58.154:1321/ms/IPTV.php?id=232
娱乐新闻,http://61.163.58.154:1321/ms/IPTV.php?id=233
广东体育,http://61.163.58.154:1321/ms/IPTV.php?id=234
广东新闻,http://61.163.58.154:1321/ms/IPTV.php?id=235
RHK31,http://jp1.jdiptv.cc/live/rthk31.m3u8?kdstime=1737027675&kdssign=5873a4573de087125ea66ef0cbca5dd6
RHK32,http://jp1.jdiptv.cc/live/rthk32.m3u8?kdstime=1737027727&kdssign=bb3e9c468e19028f61e4be9f3bf811ac
TVBPLUS,http://co-sg3.jdiptv.cc/live/tvbj2.m3u8?kdstime=1737424642&kdssign=f8ebd3537d6d7d59745bc518519d79f9
TVBPLUS,http://co-sg3.jdiptv.cc/live/tvbj2.m3u8?kdstime=1737454624&kdssign=459ec5c62ca6f96b1aaff4978e5c7490
翡翠,http://co-sg1.jdiptv.cc/live/jade.m3u8?kdstime=1737422816&kdssign=eea2b030dcf6ab6673c56756a195ea51
翡翠,http://co-sg2.jdiptv.cc/live/jade.m3u8?kdstime=1737424202&kdssign=aa99d617144780fd26fef18f22d1877a
翡翠,http://co-sg3.jdiptv.cc/live/jadea2.m3u8?kdstime=1737424210&kdssign=d1727d9fb169d55b37ae4ea1ba05582f
无线新闻,http://co-sg2.jdiptv.cc/live/tvbxw.m3u8?kdstime=1737425194&kdssign=6f693df9396436b3b6bb3b5cb06592df
美亚电影,http://co-sg3.jdiptv.cc/live/xgmydygy.m3u8?kdstime=1737427301&kdssign=914b9e09524a473917ea7746c9b1a6cc
美亚电影,http://co-sg3.jdiptv.cc/live/xgmydygy.m3u8?kdstime=1737454766&kdssign=73b9e9004cea38594c616a2dd5cec4d1
黄金翡翠,http://co-sg2.jdiptv.cc/live/hjfct.m3u8?kdstime=1737026825&kdssign=3777aba4a8f5f16ffd30dce146dbded0
TVB经典,http://co-sg1.jdiptv.cc/live/tvbjd.m3u8?kdstime=1737425033&kdssign=c8c7ca2428a05542153d22ac9b9a9715
TVB星河,http://fr-us3.jdiptv.cc/live/tvbxh.m3u8?kdstime=1737424888&kdssign=defe74e1b0fc78ea3acc15bc547d1bc3
娱乐新闻,http://fr-us3.jdiptv.cc/live/tvbyl.m3u8?kdstime=1737425307&kdssign=b3097de92b6e42452cc3bf552be068ca
娱乐新闻,http://fr-us3.jdiptv.cc/live/tvbyl.m3u8?kdstime=1737454990&kdssign=b8bfcadfcdd8a6d2bcce784a98dd1d65
天映,http://fr-us3.jdiptv.cc/live/typd.m3u8?kdstime=1737425765&kdssign=23a03f6052544c7d5d29cd4b99778c49
HOY78,http://cl-hk1.jdiptv.cc/live/hoy78.m3u8?kdstime=1737442281&kdssign=0d63691ef83c2d5e42386f7eaf49c839
HOY77,http://cl-hk1.jdiptv.cc/live/hoy77.m3u8?kdstime=1737442226&kdssign=d588e7cf6c8e36c0dcc833454bb975a3
NOW星影,http://sg7.jdiptv.cc/live/nowxy.m3u8?kdstime=1737442165&kdssign=89a417d744ba0d95495a198e7d7e6a0d
NOW星影,http://sg7.jdiptv.cc/live/nowxy.m3u8?kdstime=1737453936&kdssign=6d1902526ad0436a30d5e5f2623c57c1
NOW星影,http://sg7.jdiptv.cc/live/nowxy.m3u8?kdstime=1737454219&kdssign=9fc90d1c6e52846a0d6586f265967ba5
NOW爆谷,http://sg7.jdiptv.cc/live/nowbg.m3u8?kdstime=1737442083&kdssign=a89a3833f1942a8edc03db2b26f4601c
NOW爆谷,http://sg7.jdiptv.cc/live/nowbg.m3u8?kdstime=1737454054&kdssign=c5f019359070425894312f04af1e9450
NOW爆谷,http://sg7.jdiptv.cc/live/nowbg.m3u8?kdstime=1737454151&kdssign=53f32468d1c6e33fd1ed5098e4a31053
VIUTV,http://fr-us1.jdiptv.cc/live/viutv.m3u8?kdstime=1737028215&kdssign=e5e41e5ebf9fe10523b75a39ba339024
VIUTV6,http://cc-us3.jdiptv.cc/live/viu6.m3u8?kdstime=1737028264&kdssign=aa64e836c3b1eb56436c2bf7bdc72a6f
THRILL,http://co-sg3.jdiptv.cc/live/thrill.m3u8?kdstime=1737026148&kdssign=74c93cc9788fde5cc64a183856f75088
POPC,http://co-sg1.jdiptv.cc/live/popc.m3u8?kdstime=1737425642&kdssign=3f3e60bfdc73551cd8509d36c0746aef
